artist_id	name	followers	popularity	main_genre	genres	image_url
1Wv8GjvqB03vEdYaPolQEO	Manu Le Malin	8274	20	french techno	['french techno', 'hardcore techno', 'tekno']	https://i.scdn.co/image/ab67616d0000b273fdc7c6bd55a3d6f7a61fb8b4
6MzxeKydmXufvX7HYPknFW	Dawn Golden	44369	41	vapor pop	['vapor pop']	https://i.scdn.co/image/ab6761610000e5eb4a8b3b9b27749b6e4e6b3614
5hqRsNHDZH1jHzI9LgxFRZ	Filipek	144438	49	polish hip hop	['polish hip hop', 'rap uliczny']	https://i.scdn.co/image/ab6761610000e5eb881bce0ae53638cd5bed9fec
65XZEmEVa5U52jYJRQzuSF	Ashish Khandal	4977	44		[]	https://i.scdn.co/image/ab6761610000e5eb397068a94efd1d65bdaf196f
1ZjPqYngrwDa5ZqwAPcj5o	Shurik'n	139808	47	french hip hop	['french hip hop', 'old school rap francais', 'rap conscient', 'rap marseille']	https://i.scdn.co/image/ab67616d0000b273f11f56f7900b1df9427695ac
1na8hI8tGXjXRf0U5gX3iX	dlb	12138	46	hard bass	['hard bass']	https://i.scdn.co/image/ab6761610000e5ebcf937c080605743e62540552
7FtCyCJCJaxabYO7Uyda5B	Cannons	269470	61		[]	https://i.scdn.co/image/ab6761610000e5ebd3a2002d72337cc63df563bc
5UHpDooo0g4yYhW86kJZqt	Giovanna Pessi	324	8		[]	https://i.scdn.co/image/8e8909a79fdcc17743f4cfb4af445714be606389
6zY5uObMbO0Snvp5jBYIdL	VM Holdet	1750	26		[]	https://i.scdn.co/image/ab67616d0000b27325a57e4d526b0675037c5f17
3TikHXhctY4FUIMlkl0tzR	SODA LUV	586862	54	russian drill	['russian drill', 'russian hip hop', 'russian trap']	https://i.scdn.co/image/ab6761610000e5ebd0fa58b7a28351fd1e64a91e
3d7R4GEA1Aw6T47an8eCZf	Rawle Night Long	232	2		[]	https://i.scdn.co/image/ab6761610000e5eb3425e219b1fd298477d7c82e
64H8UqGLbJFHwKtGxiV8OP	THE ANXIETY	156525	60	modern alternative pop	['modern alternative pop']	https://i.scdn.co/image/ab6761610000e5eb9a34535a8a1881e125b2eee5
1hND4S2NQGHriVoZ72kwYD	Whitest Taino Alive	5985	11	dominican pop	['dominican pop']	https://i.scdn.co/image/ab6761610000e5eb8b37875d1975e958e225a2ed
0wSCPWvwZfKcFcJyQbSkdF	Puuki	33469	28	german viral rap	['german viral rap']	https://i.scdn.co/image/ab6761610000e5eb587cf8e49ba641b485831e97
4hxJkEtL8YaoLC60JfzDtV	Sharxx	241	7		[]	https://i.scdn.co/image/ab6761610000e5eb517fa3f3446f8b6caaac7ab2
34wnkzeuUN3Vsni8N3wucd	Marsha Aruan	5836	4		[]	https://i.scdn.co/image/ab67616d0000b27307298e3b80b8b1b8c2d78d87
2nBESHLVErh34gRaXhIB18	Tashaki Miyaki	11148	27		[]	https://i.scdn.co/image/ab6761610000e5ebffe4f2201aa51561137d1014
3b6TinIPahsS8iSCYAeinr	Galt MacDermot	29927	49		[]	https://i.scdn.co/image/ab6761610000e5ebc7b4a38569897f2c145be8ff
207ge5nlUkftKtQYe76iW4	Aziz Piyade	15466	35	turkish alt pop	['turkish alt pop']	https://i.scdn.co/image/ab6761610000e5ebe56391df3dd6705a645403ec
04LdKPNs0taDflOxwGZCGe	Dachs	3699	19	swiss indie	['swiss indie']	https://i.scdn.co/image/ab6761610000e5eb2a80b7b905bb1653236d1787
2LFdUrN4MRbTSE1hWCBO2O	Vogeljongen	31661	27		[]	https://i.scdn.co/image/ab6761610000e5eb6db597ae0ebbbcfad355febd
0zr2w1FzIn1AVvA1HExoov	Dennis Hendrik Thomas Boot	1	0		[]	
5vKIV2YjcVSf3wWUkcyCR5	Our Shame	11479	32	taiwan indie	['taiwan indie']	https://i.scdn.co/image/ab6761610000e5eb20afedf3f66d1933db4fb651
5FlDsE5JsYeU2YhfVTyiaG	Pele L.	1524	21	malay rap	['malay rap', 'malaysian hip hop']	https://i.scdn.co/image/ab6761610000e5eb4f1c58a0ec03a85faf868bcf
3yJUTkFm88TiJPLhLHKumn	Rayito Colombiano	834154	60	cumbia sonidera	['cumbia sonidera', 'musica mexicana', 'norteno', 'ranchera', 'tropical']	https://i.scdn.co/image/ab6761610000e5eb9d37d37712e95972121b076d
7CDFp5V9nNvMvt8TJi7ERv	Crimson Craftsman	10856	24		[]	https://i.scdn.co/image/ab67616d0000b2739f84afb9598844175f1d842c
6tXkE3c9P6eh3NcixwV7I8	Al Jawaher	5903	18	classic malaysian pop	['classic malaysian pop']	https://i.scdn.co/image/ab67616d0000b273f8d2c367cbd2c7a1b833006f
5N5JYIR5eyLrUcwutGZdal	Airbag	8129	29	rock alternativo espanol	['rock alternativo espanol']	https://i.scdn.co/image/ab6761610000e5eb105680cd9c0f0012e7fd88cd
5B1AaSUIE8FWo6ERw95rLP	羅美玲	3641	11		[]	https://i.scdn.co/image/ab67616d0000b273e3b5a93d044f9fc33e0939f2
414TGZEIhgEl3bJv13BAsG	喻言	7310	19		[]	https://i.scdn.co/image/ab67616d0000b27312972c199f359d356c7d6490
5IaAggho4F1gWHE5REe1e8	Los Rehenes	1035729	65	grupera	['grupera', 'gruperas inmortales', 'musica mexicana', 'norteno']	https://i.scdn.co/image/ab6761610000e5eb1320ee29a0abccf33615e28b
59NO6KX7wQCG7jGdtH1NtL	Raheem DeVaughn	508093	47	contemporary r&b	['contemporary r&b', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']	https://i.scdn.co/image/ab6761610000e5eb9c345f3311b3ff86840017ba
0pXxUzQw3mSctXLJeBAsd5	Ducha Perucha	2726	3		[]	https://i.scdn.co/image/ab67616d0000b273c2f0479bae9b1ba95a3b98e3
3JyQVNildx5ZpCt6xf0jp2	Bao Han	478	20		[]	https://i.scdn.co/image/ab67616d0000b273b9b19e9c4c87661d08face94
0EMbw637lPzxSuXHbWfxDv	Syah Riszuan	23	18		[]	
7wlDjszaVnIH1DpZaJcJHX	Frandé	40249	27	taiwan indie	['taiwan indie', 'taiwan pop']	https://i.scdn.co/image/ab6761610000e5eb8d6f4f4b6f17329b236ba04b
2WOFmWRg9x2aZ9xR2yXR7A	Heiß & Schön	132	14		[]	https://i.scdn.co/image/ab6761610000e5ebee39d840897e7743d577d4ac
6VMuMAaA1TUkPZgdtJbfO4	Carte De Sejour	1842	17		[]	https://i.scdn.co/image/ab67616d0000b2739e322f3141c7a712a745dfa7
4hWc4epxTdb1KC3jRd1wDd	Walt Dohrn	341	47		[]	
5iGC2ygb6jozYjIhETTvWL	אסטמה	5	0		[]	
1iqokWFu0o5C72D1x5MuLt	Barry Jhay	206145	43	afrobeats	['afrobeats', 'nigerian pop']	https://i.scdn.co/image/ab6761610000e5eb64429979425e739e351d3a8e
0e1NrokFEZ4TDY7sJVPsSj	Zeeno	692	2		[]	https://i.scdn.co/image/ab6761610000e5eb7a56bd7909b4a744101c1664
7Fm5abjZzK07QKwvXfjLbX	Cameron Ernst	1466	19	indiecoustica	['indiecoustica']	https://i.scdn.co/image/3fece21e226ad0b6c4ed7d9cb6ad937e5e35749b
32r72WOqqRO1DtSznId7Lr	James Brown & The Famous Flames	157808	56	soul	['soul']	https://i.scdn.co/image/9f18124c9c8b2c4071cdd7baf5ceffd6eed7b839
4UTEZqrPqLDOhBfraPNciJ	Daichi Miura	507842	49	j-pop	['j-pop', 'japanese singer-songwriter', 'okinawan pop']	https://i.scdn.co/image/ab6761610000e5eb3b3e415bd7d44a1bd398154b
5zkhOMIQEsnM3MjwzXAOWu	Amoc	1704	15	lapland hip hop	['lapland hip hop', 'musiikkia lapista', 'sami']	https://i.scdn.co/image/ab67616d0000b2739c93e9f4f4abf4cf172970ec
5MCDexD3QcAP7PRPloLi4L	Gao Mei Gui	198	10		[]	https://i.scdn.co/image/ab67616d0000b273725e4094032e65f060dab0c9
1ebUo23AWCxBfiXQgWSr8e	TANIA KERNAGHAN	15064	25	australian country	['australian country']	https://i.scdn.co/image/ab6761610000e5ebaec8f94c0d0f3523a9421cef
7wlmeZF1s7TOkDZVsLUYdR	• ukeboy •	4403	24		[]	https://i.scdn.co/image/ab6761610000e5ebe4ff3099114effddfc08b245
0yAP23o7hl2gwDjXxKdjki	The Apostles	2574	19	afro psych	['afro psych']	https://i.scdn.co/image/ab67616d0000b273d691d5609f7fb156c806617b
65H66xkYcvFusLywrmZ0lh	Anomalia	391	1		[]	https://i.scdn.co/image/ab6761610000e5eb143f02a7cad5d03e61408e39
1vyw3KuuS5fXSBCb5P8iyb	Ocxho	109	11		[]	https://i.scdn.co/image/ab6761610000e5eb39aaae5da17c18e16288dbbe
2g5bjxHODoJ2EmQkMeYFOW	JungFreud	221	20		[]	
5zSQQxDwEPGOXIcjdbuhWz	The Others	2110	20		[]	https://i.scdn.co/image/ab67616d0000b27329e46024f5d7b1da23f4106b
4qDy1sm9QajMeYMFflFwUA	Guaracha Aleteo Vip	41532	40	guaracha	['guaracha']	https://i.scdn.co/image/ab6761610000e5eb559f14851fc796e5a18ef3ea
3zvbATHitSjEZ54l7QnJN0	Yuran	588	36		[]	https://i.scdn.co/image/ab6761610000e5ebaac423f04b47206dcad2920c
0SWOtgI95g7oVrP9halrmP	Bohemia	761427	63	desi hip hop	['desi hip hop', 'desi pop', 'pakistani hip hop', 'punjabi hip hop']	https://i.scdn.co/image/ab6761610000e5ebe16d25161e180b1958cc759d
0jhV2X1AnxXaI9izJg5hj3	Kodor	412	23		[]	https://i.scdn.co/image/ab6761610000e5eb9f0dd1387986dc513868a565
6iHohNeeEDjO9QdbKFYxGU	Danny Martin	226	9	deep tech house	['deep tech house']	https://i.scdn.co/image/ab67616d0000b273172d022af45357bdbb0e1211
3tzacGOmngxUV8W8lU9h3Q	La Delio Valdez	297834	59	argentine rock	['argentine rock', 'cumbia']	https://i.scdn.co/image/ab6761610000e5ebd7302cafe80d9cff743f49e3
6qpqZ3WrlWDhS95XoAEN2A	Concept Neuf	1200	25	cumbia funk	['cumbia funk']	https://i.scdn.co/image/ab67616d0000b2733ada3ee8f5fa140ece72eff3
5Bt2fs7gjXQwu7asU5mKjl	Angela Johnson	9	1		[]	
19AYVxJKzrvbJqJ1L0RmCi	White Punk	69757	44	russian drain	['russian drain', 'russian drill', 'russian trap']	https://i.scdn.co/image/ab6761610000e5eb9d5cd2dbafa2913e95e6372f
3Cl8tWzrvcZmN1sr375Y30	MC Lukinha da Lacoste	178	43		[]	https://i.scdn.co/image/ab6761610000e5eb576c5f2afc4689b3e6e28f97
30GvsO5AiuFZfCuGslptRp	Quanium	46	0		[]	https://i.scdn.co/image/ab6761610000e5ebcfd9adf80ea8aa97665d80d8
6IGsbDJDgtbmbdOPN18JOH	Kullawat Promsatit	80	5		[]	https://i.scdn.co/image/ab67616d0000b2732619267cdfe4a0fb655a3607
4Xxi26Q3J73FVmLpBtLnH0	Desi Ma	400	20	punjabi hip hop	['punjabi hip hop']	https://i.scdn.co/image/ab6761610000e5eb2c1da537d2d09ed9a4d5a6b2
7cwVb5v5UxYfwq2m49T8fy	Maximus Wel	121593	36	r&b en espanol	['r&b en espanol', 'reggaeton', 'reggaeton flow', 'trap latino']	https://i.scdn.co/image/ab6761610000e5ebc4c39f3709fa40908f245b5a
57SHTYN2hQjUboZQ15lWyC	C-Jon	2374	4		[]	https://i.scdn.co/image/ab67616d0000b2731002b78977b6d56f51cc074e
1xS9wRaWvtlxsmERNuNJF2	The Pipettes	15031	21	brighton indie	['brighton indie', 'candy pop']	https://i.scdn.co/image/05d980b8d76d2830026328b79d4624a8f2b54987
6EDUUFNb13Fg62ICHQ7Va9	Yezhi	244	6		[]	https://i.scdn.co/image/ab6761610000e5eb511744ef77616c6bdbc4ad94
2ClAWj3iKUlyddnvR6faUP	Jacob David	5958	57	neo-classical	['neo-classical']	https://i.scdn.co/image/ab6761610000e5eb20627059d6dc370930e9242c
3cQw4nJaDFSSELEMUbwUZo	Adana	101	2		[]	https://i.scdn.co/image/ab6761610000e5ebcf0e2114632c76fac93a3d6b
0VcpOwnjkQaqDeEiVa9cu5	French Cassettes	16348	43		[]	https://i.scdn.co/image/ab6761610000e5eb86c80d2cb0a73b0898a5a730
0AqlFI0tz2DsEoJlKSIiT9	Emilia	1407941	79	pop argentino	['pop argentino']	https://i.scdn.co/image/ab6761610000e5eb7df1d2edc411338c61e50a7c
21m35VZF1Yhlb5Nm2BeDH3	Sam Shaky	358	6	finnish indie	['finnish indie']	https://i.scdn.co/image/ab6761610000e5ebaa250c5eed323ec05f3ac2d8
5DqmNLPM1kAbSBQk2FMm6b	Amanda Perez	486101	41	hip pop	['hip pop', 'r&b', 'southern hip hop', 'urban contemporary']	https://i.scdn.co/image/24425935c3632dcb3638096bce6a089f4577341d
7rrJORgiiWN4mAA8welatn	The RRR Mob	49592	17	italian hip hop	['italian hip hop']	https://i.scdn.co/image/b57f6b396f44ccfbc7fcf5a3f3ba7fd7b2be72c8
73jBynjsVtofjRpdpRAJGk	Dimitri Vegas & Like Mike	3361539	69	belgian dance	['belgian dance', 'belgian edm', 'big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']	https://i.scdn.co/image/ab6761610000e5eb83ea49177cdd404c1107b56c
1s4U0KH826DemEVZgc4Iuu	Małach	109806	45	polish alternative rap	['polish alternative rap', 'polish hip hop', 'rap uliczny']	https://i.scdn.co/image/ab6761610000e5eb83d6cf9e9ee7fb7e403e8feb
5iDPk8CcDNmR6Tg7g9DGHC	Lior Farhi	6880	24		[]	https://i.scdn.co/image/ab67616d0000b27333e2351ff5d5342b5f3ee568
2Mq1WdN5VwB0NiaBX8rCGc	Alex Lima	29	1		[]	https://i.scdn.co/image/ab67616d0000b273c2ea135e4e35900ad1b6aae0
2U6hPYBWMP6oCyMG0TGJdQ	SPECKS	39	5		[]	https://i.scdn.co/image/ab67616d0000b273bbad554d96100bcf6d8651b8
1iG2KmUSvfX8TNCmCR8Enl	Indlovukazi	783	30		[]	https://i.scdn.co/image/ab67616d0000b273f4b510ea344b0f3dcfb2da0a
08KbKkPqaYNFYM9R5eMjuM	Uneducated Kid	31920	43	k-rap	['k-rap']	https://i.scdn.co/image/ab67616d0000b27304e7da0b584448f255ce6b70
6WP0h3qR0awvIWPMvE72F8	Topi	10014	24	finnish edm	['finnish edm', 'future bass', 'gaming edm']	https://i.scdn.co/image/ab6761610000e5ebccafa9076acff4601615295e
0bMuOmOGqqJ66z104U3rXK	Miri	402	24	finnish pop	['finnish pop']	https://i.scdn.co/image/ab6761610000e5eb43486f5272b5c35bbdab21fd
1RJ4fUIqNW9jyKFMtRZOD4	Massar Egbari	410513	42	arab alternative	['arab alternative', 'egyptian alternative', 'egyptian pop']	https://i.scdn.co/image/ab6761610000e5ebb68d72b75a3cfad877fd74cc
7pg8NxBILGY9g4yV9i82km	Ken Stoffers	236	0		[]	https://i.scdn.co/image/ab67616d0000b273deee65953c45aafb2bdb9e52
6ydvoGN30eRfE78bjTANF7	Sad Night Dynamite	57914	45		[]	https://i.scdn.co/image/ab6761610000e5ebd0bfa6ab09b8a8c590aef829
2zHudI49ixTYQCOk3JqcYn	ADAM	2609	22		[]	https://i.scdn.co/image/ab6761610000e5eb33efdb685e07bc5a7142cb42
5tJFvorP58Shy86y4c65Is	Kulture	7	4		[]	
7rn8MwX4RRLRC4yhQJ6sKR	MISAEL	155512	50	brazilian hip hop	['brazilian hip hop', 'rap df']	https://i.scdn.co/image/ab6761610000e5eb6c4dce800fb92e7548a65d61
0bmKQDkU4J3gUykZS8tb6v	LFERDA	527348	45	arabic hip hop	['arabic hip hop', 'north moroccan rap', 'rap maroc']	https://i.scdn.co/image/ab6761610000e5ebcc5560c9f684c657ba7279cb
6IZ4ctovY9dl7bgHClAvKJ	LSD	341197	64		[]	https://i.scdn.co/image/ab6761610000e5eb9923e913151e48529710edb2
60haZt1bS1moHbG1Vjd3oq	Hitting The Rhodes	63	1		[]	https://i.scdn.co/image/ab67616d0000b27300a282a86f2e222378eb1478
4gTsaC1OX5plDemue2uZHn	DJ Wale	1484	49	dutch rap pop	['dutch rap pop']	https://i.scdn.co/image/ab6761610000e5eb84cb494a260db8e2be28f211
2Qf8oz2NeIs8FVCJSsXkWH	Tailor	3684	46		[]	https://i.scdn.co/image/ab6761610000e5eb26884cd4e151a7a4eb90882f
4c3G2SIzjj4nHqu7M147Su	NZ / Новия Завет	1385	12	bulgarian hip hop	['bulgarian hip hop']	https://i.scdn.co/image/ab6761610000e5ebe2be36ae24c56059b034c476
6GRC8segVAr34gm6pjfSoQ	Fanny Lu	996149	59	colombian pop	['colombian pop', 'latin pop', 'reggaeton']	https://i.scdn.co/image/ab6761610000e5ebadddf185bf289cbc495f391c
1xzOQlajMoa2gLQVEthGjG	Noorderlicht	812	16		[]	https://i.scdn.co/image/ab6761610000e5eba6e4b4ab117e9549d4d5096c
33gVPvXWuMP6d6WWPLJaCV	Timna Momentus	156	5		[]	https://i.scdn.co/image/ab67616d0000b273fe092c3d41d80cb0616e01aa
3igAFhxWKhbkKOsPtJVzn5	Kennyon Brown	38840	49	slow game	['slow game']	https://i.scdn.co/image/ab6761610000e5ebbd866cb7fb591467106a1757
7413EGw2gPpKWZoC32oQ2D	Super Combo Los Tropicales	21684	29	classic venezuelan pop	['classic venezuelan pop']	https://i.scdn.co/image/ab67616d0000b27339de5913f0b4fed6db777a5f
0nBco1iBK1g1CJVrJWQUlp	DAN	66	30		[]	https://i.scdn.co/image/ab6761610000e5eb876259e0b339e4524a970e6f
7CKAyjXz7Z7se4oGh07mGe	SASASAS	36766	35	bass house	['bass house']	https://i.scdn.co/image/ab6761610000e5eb7c6bf192727991e137dd4f3a
18JKxGd7OvFcqoCndS2Fij	Lee hye	887	5		[]	https://i.scdn.co/image/ab67616d0000b2738fea895283203f9d161be3cf
58ooGFd8wuWnWBhxhQLH63	Addy Ace	705	30		[]	https://i.scdn.co/image/ab6761610000e5eb877190c955068422a7d96f97
04qi4CymYf3E50Mt2na4QS	Grinspoon	151039	48	australian alternative rock	['australian alternative rock', 'australian psych', 'australian rock']	https://i.scdn.co/image/ab6761610000e5ebbf8b7583582bf42b4f3f9c6e
0UH0bCsT31JLsbLjFbVAWe	Scene Writers	382	5		[]	https://i.scdn.co/image/ab6761610000e5ebdd84fe190b754420cb04baf6
4I7D65YMlr6ZxVEGPb7q2K	Johannes Oerding	649391	58	german pop	['german pop', 'german pop rock']	https://i.scdn.co/image/ab6761610000e5eb35d1cde33f1e950e68c869be
4xhQaOuyySBCEwsCVThaIj	Michael Mar	272	8		[]	https://i.scdn.co/image/ab6761610000e5ebcd00e86e9b1cfbc10db31f23
04LIHk1SobiQwt2tlupoAV	Leo Sayer	509569	57	mellow gold	['mellow gold', 'soft rock']	https://i.scdn.co/image/ab6761610000e5ebefe4bdbd3d0222742ef14692
2tYXwM1rLFrTBtYHY8JpnN	Sean Heathcliff	4075	15	melbourne indie	['melbourne indie']	https://i.scdn.co/image/ab6761610000e5eb77592d7e076b9a5e4a04531a
22FsmLO3ZyvgWBy5QbfcQi	ayaka	1013254	52	j-pop	['j-pop', 'japanese singer-songwriter']	https://i.scdn.co/image/ab6761610000e5ebc80326b752e3b90ecbc481b7
1XH9ofAwADTvtgNtQJSnHb	DBFC	9038	23	french indie pop	['french indie pop', 'french indietronica']	https://i.scdn.co/image/073a4e7f8d3b17e630833723188afd901b8b6b61
7j9Cunid3QeXhrAD9fferK	Stop Damien!	13	0		[]	https://i.scdn.co/image/ab67616d0000b273e73ef8bacd504a555ce7cb2b
7IOvzAONO0lNUGvPfmFRRe	SYTNOST	120	1		[]	https://i.scdn.co/image/ab6761610000e5ebe21d1573696fb047e4702665
29pyGwaBJu0EyziVZpiRWM	R10 O Pinta	6000	45	funk 150 bpm	['funk 150 bpm']	https://i.scdn.co/image/ab6761610000e5eb9a32c0cc0cc349ea5b68fafb
2svbjO7fgD88RbDDE9yEqb	Yellow Monday	19	0		[]	https://i.scdn.co/image/ab67616d0000b2732a488a620a74e6169a4bc2ee
5RQZVhw9dwZYc10QQfNMf1	JOEY PHUWASIT	352994	45	thai pop	['thai pop']	https://i.scdn.co/image/ab67616d0000b273dc2ac9c764b98fba6cdbb016
6356q0HXPjp9hE2GeWH2r5	Hodiny	8888	35	czech pop	['czech pop', 'czech pop rock']	https://i.scdn.co/image/ab6761610000e5ebc0eaf7b44084d06af767fb06
4wAZjIrmtRmBX39D5GVnQW	Axel Mårdsjo	3	0		[]	
6LraBIpTU7fuOqxNxxlLba	Meisterjaan	1725	17	estonian electronic	['estonian electronic', 'estonian indie']	https://i.scdn.co/image/ab6761610000e5ebbd8bab662cd384636de9d6cb
2maZfxC0gHjyTWEqo78VTV	Bocaseca	8378	28	romanian rap	['romanian rap']	https://i.scdn.co/image/ab67616d0000b273cfd213f9c12caa06aeed0e1b
0YYsJajqd89lKHXv5ZdFPw	DKS	442	6		[]	https://i.scdn.co/image/ab67616d0000b2733565030626b0d3a5ec78ccf6
36aGv9vjN29O1i0ecXDhK3	Alpenglow	869	1		[]	https://i.scdn.co/image/ab6761610000e5eb7507eae17657218777d757e9
0Yf1L7t9gEfZfbzVtxK8rV	Yitzchak Meir	7108	27	chabad niggunim	['chabad niggunim']	https://i.scdn.co/image/ab6761610000e5eb370401a1914eae3a1fa5a35b
5lA50TmLEmo7BkEYBu7hS1	The Checkers	94041	46	kayokyoku	['kayokyoku']	https://i.scdn.co/image/ab6761610000e5eba58bbc74c9f2558fb2327413
4fhIlzbF1z4b2n5kLjixEo	Maor Titon	274	3		[]	https://i.scdn.co/image/ab6761610000e5eb7c2bdc7d66a7f44cc7406371
7kwoefopr5WnZinBeAne4X	StarBoy	914	24		[]	https://i.scdn.co/image/ab6761610000e5eb9ae27dff4db3ed42bbf288f9
6uJH2TePEBCRaJpWWr408I	Rose Murphy	4072	23		[]	https://i.scdn.co/image/ab6761610000e5eb11cef4a6111cd3192d18f6ba
3Anf1QmAzOUxfQB90g2hw5	Dyhr	225	0		[]	https://i.scdn.co/image/ab6761610000e5eba28eb5019a0afa091987d36f
4YJsSCuag8W1TFTgSeEc2k	Liquid Stranger	215555	46	brostep	['brostep', 'downtempo', 'drill and bass']	https://i.scdn.co/image/ab6761610000e5eb38cc7ff031a34827995858c2
6ODNOftVHKQLio3JBTdhQi	Sheila Simmenes	208	3		[]	https://i.scdn.co/image/ab6761610000e5eb58c8743d2c07a676b826b362
6gvh8pQI316iafbHiT7B3y	Daniela Romo	1057601	59	latin pop	['latin pop', 'ranchera']	https://i.scdn.co/image/ab6761610000e5eb30e661d6288b437bea3780c1
5u2XRlhGj211UpA7s12odG	Matti Hyokki	77	19		[]	https://i.scdn.co/image/ab67616d0000b27395f3afcde337d2579c9d8ad1
30Vw5pqdpoPBHNVeT5Eknv	Vic Mizzy and His Orchestra and Chorus	566	21		[]	
4Dcwz3QvUsn0IuQwRHte94	SOFIA	212	0		[]	https://i.scdn.co/image/ab6761610000e5eb89a1fcaf075fdb8979d04389
6Zvo1qESlk0v2vgUhGtBRf	Zamu	785	18		[]	https://i.scdn.co/image/ab6761610000e5ebdee4192229f31e65d7f99e5f
0r8toju2ecKaVtItkzAnNi	Aleks Syntek	1439983	63	latin arena pop	['latin arena pop', 'latin pop', 'mexican pop']	https://i.scdn.co/image/ab6761610000e5eb8b0a166d957914c36e25fc91
1Ed5dkRMQIne62NwkCbI5R	LYRA	13756	13	t-pop girl group	['t-pop girl group']	https://i.scdn.co/image/ab6761610000e5eb8dccfbdd7b32c71d2319a31b
0wsS9dAYTiGGG3AFrQeU7x	Shinasty	8721	8	vietnamese hip hop	['vietnamese hip hop']	https://i.scdn.co/image/ab67616d0000b273dd0e62e42c3ab61448a4c8d4
011oIPz1yZ1cvIZqch7jKi	Omri Keren	2455	18		[]	https://i.scdn.co/image/ab6761610000e5eb3030101ac87ed810ad285721
7aSsnDTH11xS2yIn6cNtsF	Mercer	37532	41	bass house	['bass house', 'dutch house', 'electro house']	https://i.scdn.co/image/ab6761610000e5ebe995204d7350d6547e4a862f
1TlbL63M9B2vuli4YPSDUM	歐讚音樂	127	0		[]	https://i.scdn.co/image/ab67616d0000b2734b2f208f0853fa235a01ad35
3DmBpQmQ7ACmq2cO4mjRpF	Ajey Nagar	67	0		[]	
1ugycLfwsjOuoRT0y8DZMj	King Lheanard	221	39		[]	https://i.scdn.co/image/ab6761610000e5eb74b0deb3f221db50faf44aa9
6iDaoPZVgxrTkndDCisX8F	Keb' Mo'	355843	51	acoustic blues	['acoustic blues', 'blues', 'country blues', 'electric blues', 'modern blues', 'piedmont blues']	https://i.scdn.co/image/ab6761610000e5eb952dfda833ad8a9e07c42fa2
2wCZJV7yjLqZqjoaq089vh	Aldy Maldini	146048	45	indonesian pop	['indonesian pop']	https://i.scdn.co/image/ab67616d0000b27344717c5a23ee598d174c7c85
0re1rxUsmmsr5u6qbXvl8z	A9Dbo Fundz	7344	38		[]	https://i.scdn.co/image/ab6761610000e5eb3a91de8c29f1266c37af2c92
5QIhpiFVMtAGsnNiiMRGOw	Quang Huy	1253	5		[]	https://i.scdn.co/image/ab6761610000e5ebfcef06992d1f31c542e7579f
6QyACCbLj78l0A4xsNxi1k	Jimmy Cruz	883	10		[]	https://i.scdn.co/image/ab6761610000e5eb0f55d6d124a1f67fcc6fcbdb
5lFC5uVpfJG4m1ysXlAWIS	Jia Lih	916	10		[]	https://i.scdn.co/image/ab6761610000e5eb97a848bd105d15c37bdf18d9
0fLuDKveOzK4RwcubLj5v1	Scheibsta	1822	9	austrian hip hop	['austrian hip hop']	https://i.scdn.co/image/ab6761610000e5ebd8d5b2d3fa9eeb59ebd9eb06
7sNPjkkxGTUvMWqrlgztni	Haruo Minami	4729	23	enka	['enka']	https://i.scdn.co/image/ab67616d0000b273ad2f83a44952380347647b3c
70LFyYjxD1izwhvP2rNngo	Super'n	11	0		[]	https://i.scdn.co/image/ab6761610000e5eb443eb030ed819449865d0d75
2yMgp5XJfvhpTgAg7wZqRF	Victor Borba	9715	51		[]	https://i.scdn.co/image/ab6761610000e5eb773fa34307b33c0b14e2ca79
1V5IVmwHG2veT0CUw3kb48	Maggie Szabo	7427	35	canadian pop	['canadian pop']	https://i.scdn.co/image/ab6761610000e5ebbda3f3ed717157006a999f24
3LpDmLi25R8lhb93rIQLiA	Dj Titi	1132	10		[]	https://i.scdn.co/image/ab6761610000e5ebdefbd9aeaaa1f2e7f3bf21ff
59n7zTeu8Av6pKYK0VZSvt	BABA	795	15	danish hip hop	['danish hip hop']	https://i.scdn.co/image/ab67616d0000b27357fb12e72a503e0ff641457b
0vaKiuLwFJLVU664A8GTjE	Jace	6944	49	deep underground hip hop	['deep underground hip hop']	https://i.scdn.co/image/ab6761610000e5eb1346ae0746c9d042b5100b3d
4BcJxbB9qmE1z5Mhk9GtmE	Truth	9	5		[]	
6AmSiS6uXD734FEQmoRAMx	DJ Lace	345	6		[]	https://i.scdn.co/image/ab67616d0000b273d448be66351b9201940ab09e
7F3WQrdPWpr93LQf7s3UjL	Swedhunterz	59	0		[]	https://i.scdn.co/image/ab6761610000e5eb27229b1beb59781d420ef0d9
6CtWl0QypaiAQ0XbMe3CMa	D.A.N	890	18		[]	https://i.scdn.co/image/ab6761610000e5eb69e15dfc63d25a1caa48014c
3DgcBA7P0ji5co7Z1Gfp2Q	Kristin Chenoweth	157601	56	broadway	['broadway', 'show tunes']	https://i.scdn.co/image/ab6761610000e5eb48124fc43f870ed4501093e5
0sSxphmGskGCKlwB9xa6WU	Himesh Reshammiya	8345640	66	desi pop	['desi pop', 'filmi', 'modern bollywood']	https://i.scdn.co/image/ab6761610000e5eb2cfc402fa29cd2949023a8bf
