provider,origin_platform,country_code,year,chart_name,artist,chart_appearances,unique_tracks,best_rank,mean_rank,top10_appearances,top50_appearances,streams_sum,stream_observations,artist_rank
MGD,SPOTIFY,GR,2022,Top 200,"Ivan Greko, BeTaf Beats",128,3,18,106.28125,0,60,1335609,128,20
MGD,SPOTIFY,GR,2022,Top 200,"Sin Laurent, TOQUEL",125,2,112,155.912,0,0,676075,125,21
MGD,SPOTIFY,GR,2022,Top 200,Labrinth,119,4,71,142.378151,0,0,726627,119,22
MGD,SPOTIFY,GR,2022,Top 200,TOQUEL,113,2,35,101.584071,0,23,983063,113,23
MGD,SPOTIFY,GR,2022,Top 200,"Immune, Chico Beatz",100,2,30,97.39,0,13,822193,100,24
MGD,SPOTIFY,GR,2022,Top 200,"Dani Gambino, Dj The Boy",99,2,5,81.373737,5,26,1194744,99,25
MGD,SPOTIFY,GT,2018,Top 200,Ozuna,1848,17,4,78.603355,124,733,6979145,1848,1
MGD,SPOTIFY,GT,2018,Top 200,Maluma,1422,17,7,91.533755,59,504,4912457,1422,2
MGD,SPOTIFY,GT,2018,Top 200,Bad Bunny,1304,26,1,75.309049,199,582,6615034,1304,3
MGD,SPOTIFY,GT,2018,Top 200,Piso 21,1284,15,1,74.976636,174,508,5596440,1284,4
MGD,SPOTIFY,GT,2018,Top 200,Ed Sheeran,1254,5,41,114.110048,0,12,2717743,1254,5
MGD,SPOTIFY,GT,2018,Top 200,Banda MS de Sergio Lizárraga,1168,10,45,114.725171,0,11,2609274,1168,6
MGD,SPOTIFY,GT,2018,Top 200,Manuel Turizo,1021,5,7,57.60431,35,453,4266761,1021,7
MGD,SPOTIFY,GT,2018,Top 200,Danny Ocean,950,4,8,45.666316,52,728,4700115,950,8
MGD,SPOTIFY,GT,2018,Top 200,Sebastian Yatra,915,13,17,103.59235,0,264,2491936,915,9
MGD,SPOTIFY,GT,2018,Top 200,Imagine Dragons,880,14,58,117.846591,0,0,1764985,880,10
MGD,SPOTIFY,GT,2018,Top 200,XXXTENTACION,846,16,6,123.836879,3,56,1793818,846,11
MGD,SPOTIFY,GT,2018,Top 200,Christian Nodal,822,4,36,125.579075,0,2,1595281,822,12
MGD,SPOTIFY,GT,2018,Top 200,Zion & Lennox,815,4,2,54.280982,203,323,4379879,815,13
MGD,SPOTIFY,GT,2018,Top 200,Post Malone,815,16,35,97.376687,0,70,1994623,815,14
MGD,SPOTIFY,GT,2018,Top 200,Dua Lipa,764,5,31,85.489529,0,56,2039595,764,15
MGD,SPOTIFY,GT,2018,Top 200,Ricardo Arjona,758,16,35,147.221636,0,5,1370075,758,16
MGD,SPOTIFY,GT,2018,Top 200,Morat,728,26,24,118.06044,0,87,1684146,728,17
MGD,SPOTIFY,GT,2018,Top 200,Drake,725,20,1,83.57931,33,277,2503518,725,18
MGD,SPOTIFY,GT,2018,Top 200,Wisin,725,4,14,110.931034,0,90,1797894,725,19
MGD,SPOTIFY,GT,2018,Top 200,CNCO,693,10,28,121.294372,0,110,1579659,693,20
MGD,SPOTIFY,GT,2018,Top 200,Yandel,681,6,20,102.665198,0,136,1757266,681,21
MGD,SPOTIFY,GT,2018,Top 200,Romeo Santos,621,2,64,130.206119,0,0,1141081,621,22
MGD,SPOTIFY,GT,2018,Top 200,Bacilos,604,5,54,121.216887,0,0,1137700,604,23
MGD,SPOTIFY,GT,2018,Top 200,Anuel AA,591,10,2,58.424704,85,264,2832693,591,24
MGD,SPOTIFY,GT,2018,Top 200,J Balvin,591,12,12,83.05753,0,242,1960761,591,25
MGD,SPOTIFY,GT,2019,Top 200,Bad Bunny,2543,15,1,103.426661,103,461,11847384,2543,1
MGD,SPOTIFY,GT,2019,Top 200,Paulo Londra,1802,23,2,68.037181,215,834,12590436,1802,2
MGD,SPOTIFY,GT,2019,Top 200,Banda MS de Sergio Lizárraga,1334,12,42,133.045727,0,1,4095011,1334,3
MGD,SPOTIFY,GT,2019,Top 200,Manuel Turizo,1314,14,15,104.807458,0,236,5491617,1314,4
MGD,SPOTIFY,GT,2019,Top 200,Danny Ocean,1286,22,17,96.835148,0,167,5183096,1286,5
MGD,SPOTIFY,GT,2019,Top 200,Christian Nodal,1284,6,26,116.297508,0,82,4822403,1284,6
MGD,SPOTIFY,GT,2019,Top 200,Ozuna,1055,13,8,102.965877,69,269,5014986,1055,7
MGD,SPOTIFY,GT,2019,Top 200,Ed Sheeran,1024,14,15,131.844727,0,52,3300466,1024,8
MGD,SPOTIFY,GT,2019,Top 200,Maluma,901,11,5,58.578246,180,509,7555062,901,9
MGD,SPOTIFY,GT,2019,Top 200,Sebastian Yatra,826,8,18,129.995157,0,72,2726487,826,10
MGD,SPOTIFY,GT,2019,Top 200,Post Malone,779,19,41,120.740693,0,11,2619587,779,11
MGD,SPOTIFY,GT,2019,Top 200,Zion & Lennox,777,3,17,101.290862,0,142,3126762,777,12
MGD,SPOTIFY,GT,2019,Top 200,Piso 21,769,3,20,79.53446,0,177,3585387,769,13
MGD,SPOTIFY,GT,2019,Top 200,Queen,719,6,52,137.919332,0,0,2043962,719,14
MGD,SPOTIFY,GT,2019,Top 200,Billie Eilish,699,13,23,113.695279,0,104,2617342,699,15
MGD,SPOTIFY,GT,2019,Top 200,Ariana Grande,628,19,15,106.031847,0,133,2474303,628,16
MGD,SPOTIFY,GT,2019,Top 200,"J Balvin, Bad Bunny",624,6,1,54.125,282,401,8734142,624,17
MGD,SPOTIFY,GT,2019,Top 200,Anuel AA,576,4,20,117.171875,0,82,2025374,576,18
MGD,SPOTIFY,GT,2019,Top 200,La Adictiva Banda San José de Mesillas,546,3,32,88.430403,0,14,2296882,546,19
MGD,SPOTIFY,GT,2019,Top 200,Imagine Dragons,529,3,51,124.771267,0,0,1651411,529,20
MGD,SPOTIFY,GT,2019,Top 200,Sam Smith,492,5,51,121.668699,0,0,1701024,492,21
MGD,SPOTIFY,GT,2019,Top 200,Reik,488,6,68,142.612705,0,0,1333897,488,22
MGD,SPOTIFY,GT,2019,Top 200,Kevin Roldan,464,4,18,105.771552,0,117,1893894,464,23
MGD,SPOTIFY,GT,2019,Top 200,Aventura,460,3,25,151.586957,0,11,1393552,460,24
MGD,SPOTIFY,GT,2019,Top 200,Maroon 5,427,4,48,118.71897,0,5,1514221,427,25
MGD,SPOTIFY,GT,2020,Top 200,Bad Bunny,3763,34,1,74.357428,427,1511,42306214,3763,1
MGD,SPOTIFY,GT,2020,Top 200,Christian Nodal,2808,25,4,84.854701,56,929,24546412,2808,2
MGD,SPOTIFY,GT,2020,Top 200,J Balvin,1766,11,1,59.906002,202,1010,20956851,1766,3
MGD,SPOTIFY,GT,2020,Top 200,Camilo,1362,12,1,72.917768,152,475,13373086,1362,4
MGD,SPOTIFY,GT,2020,Top 200,Maluma,1099,21,1,85.169245,136,237,13175471,1099,5
MGD,SPOTIFY,GT,2020,Top 200,La Adictiva Banda San José de Mesillas,994,8,56,139.076459,0,0,4497775,994,6
MGD,SPOTIFY,GT,2020,Top 200,Banda MS de Sergio Lizárraga,971,9,62,161.777549,0,0,3941729,971,7
MGD,SPOTIFY,GT,2020,Top 200,Myke Towers,782,5,12,90.719949,0,246,6443111,782,8
MGD,SPOTIFY,GT,2020,Top 200,"J Balvin, Bad Bunny",730,2,4,62.363014,58,432,8112696,730,9
MGD,SPOTIFY,GT,2020,Top 200,Paulo Londra,728,3,40,122.773352,0,34,3822104,728,10
MGD,SPOTIFY,GT,2020,Top 200,Dua Lipa,698,16,13,83.951289,0,230,5373386,698,11
MGD,SPOTIFY,GT,2020,Top 200,Carin Leon,665,4,52,98.377444,0,0,4253826,665,12
MGD,SPOTIFY,GT,2020,Top 200,The Weeknd,607,19,5,66.30972,79,337,6582225,607,13
MGD,SPOTIFY,GT,2020,Top 200,Rauw Alejandro,603,6,3,48.797678,218,377,9192105,603,14
MGD,SPOTIFY,GT,2020,Top 200,Anuel AA,600,14,6,97.218333,18,105,4236338,600,15
MGD,SPOTIFY,GT,2020,Top 200,Tainy,541,2,2,44.787431,54,376,6935344,541,16
MGD,SPOTIFY,GT,2020,Top 200,Danny Ocean,540,3,66,133.148148,0,0,2517676,540,17
MGD,SPOTIFY,GT,2020,Top 200,Harry Styles,522,3,60,137.101533,0,0,2621634,522,18
MGD,SPOTIFY,GT,2020,Top 200,"Rauw Alejandro, Farruko",469,2,3,59.577825,72,278,6239027,469,19
MGD,SPOTIFY,GT,2020,Top 200,Calibre 50,446,3,75,126.43722,0,0,2254768,446,20
MGD,SPOTIFY,GT,2020,Top 200,Post Malone,416,2,52,126.639423,0,0,2114654,416,21
MGD,SPOTIFY,GT,2020,Top 200,Justin Bieber,395,10,15,119.962025,0,57,2435385,395,22
MGD,SPOTIFY,GT,2020,Top 200,Zion & Lennox,380,2,95,146.657895,0,0,1670005,380,23
MGD,SPOTIFY,GT,2020,Top 200,Alejandro Fernández,367,2,112,167.604905,0,0,1481471,367,24
MGD,SPOTIFY,GT,2020,Top 200,"KAROL G, Nicki Minaj",366,1,1,23.161202,117,358,7899843,366,25
MGD,SPOTIFY,GT,2021,Top 200,Bad Bunny,4515,22,1,88.944186,301,1077,48163203,4515,1
MGD,SPOTIFY,GT,2021,Top 200,Christian Nodal,2747,12,5,98.911176,29,656,24263353,2747,2
MGD,SPOTIFY,GT,2021,Top 200,Banda MS de Sergio Lizárraga,1304,9,47,121.229294,0,11,8834597,1304,3
MGD,SPOTIFY,GT,2021,Top 200,Rauw Alejandro,1280,15,1,80.1625,217,476,18179610,1280,4
MGD,SPOTIFY,GT,2021,Top 200,KAROL G,996,7,2,70.078313,93,474,12667973,996,5
MGD,SPOTIFY,GT,2021,Top 200,Camilo,898,11,12,106.916481,0,193,7571924,898,6
MGD,SPOTIFY,GT,2021,Top 200,Olivia Rodrigo,879,13,22,116.761092,0,105,6514648,879,7
MGD,SPOTIFY,GT,2021,Top 200,Maluma,830,6,3,57.491566,232,559,12857098,830,8
MGD,SPOTIFY,GT,2021,Top 200,Calibre 50,822,5,4,116.997567,97,201,7571261,822,9
MGD,SPOTIFY,GT,2021,Top 200,Sech,816,6,5,76.291667,51,344,9414983,816,10
MGD,SPOTIFY,GT,2021,Top 200,Carin Leon,815,7,45,110.457669,0,2,5750315,815,11
MGD,SPOTIFY,GT,2021,Top 200,The Weeknd,801,8,14,87.950062,0,223,7129681,801,12
MGD,SPOTIFY,GT,2021,Top 200,"J Balvin, Bad Bunny",679,2,14,100.079529,0,362,6864621,679,13
MGD,SPOTIFY,GT,2021,Top 200,Paulo Londra,652,5,67,145.09816,0,0,3858687,652,14
MGD,SPOTIFY,GT,2021,Top 200,J Balvin,639,14,27,114.452269,0,63,4672637,639,15
MGD,SPOTIFY,GT,2021,Top 200,Dua Lipa,634,5,46,125.484227,0,14,4226205,634,16
MGD,SPOTIFY,GT,2021,Top 200,Boza,605,3,5,77.818182,112,204,7440866,605,17
MGD,SPOTIFY,GT,2021,Top 200,Kevin Kaarl,595,2,77,130.4,0,0,3780335,595,18
MGD,SPOTIFY,GT,2021,Top 200,BTS,538,12,5,96.615242,8,114,4773824,538,19
MGD,SPOTIFY,GT,2021,Top 200,Doja Cat,522,5,34,104.44636,0,64,4033125,522,20
MGD,SPOTIFY,GT,2021,Top 200,Junior H,517,4,29,129.843327,0,1,3455507,517,21
MGD,SPOTIFY,GT,2021,Top 200,Farruko,515,4,1,45.854369,181,357,9599864,515,22
MGD,SPOTIFY,GT,2021,Top 200,Grupo Firme,499,3,3,112.775551,32,110,4414150,499,23
MGD,SPOTIFY,GT,2021,Top 200,El Fantasma,487,5,37,126.379877,0,4,3269753,487,24
MGD,SPOTIFY,GT,2021,Top 200,Justin Quiles,472,4,16,95.381356,0,99,4351328,472,25
MGD,SPOTIFY,GT,2022,Top 200,Bad Bunny,1313,26,2,73.354912,110,570,16761588,1313,1
MGD,SPOTIFY,GT,2022,Top 200,Christian Nodal,325,8,1,101.492308,24,61,3653223,325,2
MGD,SPOTIFY,GT,2022,Top 200,Rauw Alejandro,247,5,6,93.522267,5,85,2790521,247,3
MGD,SPOTIFY,GT,2022,Top 200,Banda MS de Sergio Lizárraga,224,4,57,141.508929,0,0,1559107,224,4
MGD,SPOTIFY,GT,2022,Top 200,KAROL G,216,3,37,95.490741,0,16,1925990,216,5
MGD,SPOTIFY,GT,2022,Top 200,Maluma,196,3,8,62.25,19,85,2565421,196,6
MGD,SPOTIFY,GT,2022,Top 200,Calibre 50,191,3,4,50.596859,54,144,3254317,191,7
MGD,SPOTIFY,GT,2022,Top 200,Kevin Kaarl,158,3,63,99.677215,0,0,1340986,158,8
MGD,SPOTIFY,GT,2022,Top 200,"J Balvin, Bad Bunny",144,3,7,68.069444,25,72,2014722,144,9
MGD,SPOTIFY,GT,2022,Top 200,Paulo Londra,142,2,102,127.894366,0,0,1023974,142,10
MGD,SPOTIFY,GT,2022,Top 200,Junior H,138,3,82,136.028986,0,0,998100,138,11
MGD,SPOTIFY,GT,2022,Top 200,The Weeknd,136,13,78,153.191176,0,0,883086,136,12
MGD,SPOTIFY,GT,2022,Top 200,Carin Leon,133,2,73,134.548872,0,0,956709,133,13
MGD,SPOTIFY,GT,2022,Top 200,Danny Ocean,118,3,16,89.220339,0,10,1168012,118,14
MGD,SPOTIFY,GT,2022,Top 200,Don Omar,117,3,103,165.025641,0,0,741434,117,15
MGD,SPOTIFY,GT,2022,Top 200,Grupo Firme,99,2,3,63.30303,3,72,1319370,99,16
MGD,SPOTIFY,GT,2022,Top 200,Doja Cat,97,3,122,173.164948,0,0,582145,97,17
MGD,SPOTIFY,GT,2022,Top 200,Ryan Castro,89,2,9,80.955056,4,22,1002568,89,18
MGD,SPOTIFY,GT,2022,Top 200,Olivia Rodrigo,88,3,121,162.022727,0,0,550183,88,19
MGD,SPOTIFY,GT,2022,Top 200,"Rauw Alejandro, Chencho Corleone",81,2,2,29.888889,59,70,2253546,81,20
MGD,SPOTIFY,GT,2022,Top 200,Vicente Fernández,79,6,21,56.253165,0,36,903140,79,21
MGD,SPOTIFY,GT,2022,Top 200,Adele,79,2,51,104.721519,0,0,660129,79,22
MGD,SPOTIFY,GT,2022,Top 200,Trueno,79,2,86,137.050633,0,0,544540,79,23
MGD,SPOTIFY,GT,2022,Top 200,"Grupo Firme, Grupo Recluta",78,2,99,147.25641,0,0,525784,78,24
MGD,SPOTIFY,GT,2022,Top 200,La Santa Grifa,77,2,117,149.181818,0,0,512895,77,25
MGD,SPOTIFY,HK,2018,Top 200,Ed Sheeran,2053,9,3,96.227472,8,568,7941244,2053,1
MGD,SPOTIFY,HK,2018,Top 200,JJ Lin,1772,13,11,121.944695,0,61,5355643,1772,2
MGD,SPOTIFY,HK,2018,Top 200,Jay Chou,1769,35,2,116.237988,6,372,5936294,1769,3
MGD,SPOTIFY,HK,2018,Top 200,Eason Chan,1720,24,3,133.093023,5,82,5044299,1720,4
MGD,SPOTIFY,HK,2018,Top 200,Hins Cheung,1641,30,9,87.615478,3,373,6191643,1641,5
MGD,SPOTIFY,HK,2018,Top 200,Charlie Puth,1493,23,8,92.213664,2,260,5490268,1493,6
MGD,SPOTIFY,HK,2018,Top 200,Dear Jane,1347,10,8,120.429102,12,103,4276134,1347,7
MGD,SPOTIFY,HK,2018,Top 200,Jason Chan,1270,10,12,100.304724,0,196,4448098,1270,8
MGD,SPOTIFY,HK,2018,Top 200,Supper Moment,1153,10,26,134.653946,0,19,3325102,1153,9
MGD,SPOTIFY,HK,2018,Top 200,Eric Chou,1127,4,35,91.021295,0,47,3900306,1127,10
MGD,SPOTIFY,HK,2018,Top 200,Charmaine Fong,1088,3,2,84.711397,8,291,4407437,1088,11
MGD,SPOTIFY,HK,2018,Top 200,Janice Vidal,1006,12,19,131.963221,0,169,3150262,1006,12
MGD,SPOTIFY,HK,2018,Top 200,Post Malone,967,21,1,84.761117,149,274,4492715,967,13
MGD,SPOTIFY,HK,2018,Top 200,Camila Cabello,921,13,1,69.954397,119,486,5026744,921,14
MGD,SPOTIFY,HK,2018,Top 200,Drake,832,31,1,71.388221,161,385,4678376,832,15
MGD,SPOTIFY,HK,2018,Top 200,Mayday,803,13,9,75.11208,2,212,3135796,803,16
MGD,SPOTIFY,HK,2018,Top 200,The Chainsmokers,799,25,1,89.705882,77,320,3714754,799,17
MGD,SPOTIFY,HK,2018,Top 200,Shawn Mendes,796,23,1,111.443467,75,216,3201026,796,18
MGD,SPOTIFY,HK,2018,Top 200,Ariana Grande,793,24,1,54.137453,254,470,5623078,793,19
MGD,SPOTIFY,HK,2018,Top 200,Dua Lipa,763,5,2,82.771953,86,264,3523239,763,20
MGD,SPOTIFY,HK,2018,Top 200,Miriam Yeung,742,9,58,140.555256,0,0,2050148,742,21
MGD,SPOTIFY,HK,2018,Top 200,Imagine Dragons,736,33,7,125.505435,26,144,2531216,736,22
MGD,SPOTIFY,HK,2018,Top 200,Clean Bandit,723,9,4,100.951591,64,197,2977120,723,23
MGD,SPOTIFY,HK,2018,Top 200,Bruno Mars,702,19,4,128.065527,31,109,2432580,702,24
MGD,SPOTIFY,HK,2018,Top 200,Kay Tse,702,5,20,105.562678,0,60,2337096,702,25
MGD,SPOTIFY,HK,2019,Top 200,Ed Sheeran,2447,48,1,72.581528,255,1042,13633470,2447,1
MGD,SPOTIFY,HK,2019,Top 200,Hins Cheung,2258,15,3,72.775908,46,1112,10852271,2258,2
MGD,SPOTIFY,HK,2019,Top 200,JJ Lin,1790,8,17,138.434637,0,8,5707489,1790,3
MGD,SPOTIFY,HK,2019,Top 200,Eason Chan,1667,10,38,129.305339,0,12,5638953,1667,4
MGD,SPOTIFY,HK,2019,Top 200,Ariana Grande,1655,26,1,67.9571,326,802,10838479,1655,5
MGD,SPOTIFY,HK,2019,Top 200,Billie Eilish,1547,20,1,79.161603,277,704,9437809,1547,6
MGD,SPOTIFY,HK,2019,Top 200,Eric Chou,1447,6,26,106.504492,0,128,5322648,1447,7
MGD,SPOTIFY,HK,2019,Top 200,Dear Jane,1410,12,21,121.768794,0,149,4994450,1410,8
MGD,SPOTIFY,HK,2019,Top 200,Joey Yung,1398,22,12,95.248212,0,289,5709817,1398,9
MGD,SPOTIFY,HK,2019,Top 200,Jay Chou,1172,9,17,114.412116,0,276,4435963,1172,10
MGD,SPOTIFY,HK,2019,Top 200,Taylor Swift,1134,28,1,70.706349,157,559,6914211,1134,11
MGD,SPOTIFY,HK,2019,Top 200,Kay Tse,1088,12,3,83.181066,31,330,4952555,1088,12
MGD,SPOTIFY,HK,2019,Top 200,"Eason Chan, eason and the duo band",945,7,9,97.448677,4,253,3940015,945,13
MGD,SPOTIFY,HK,2019,Top 200,Post Malone,936,32,2,67.20406,262,478,6589614,936,14
MGD,SPOTIFY,HK,2019,Top 200,Shawn Mendes,935,6,1,124.20107,69,200,3970562,935,15
MGD,SPOTIFY,HK,2019,Top 200,Supper Moment,929,6,50,146.20775,0,1,2922020,929,16
MGD,SPOTIFY,HK,2019,Top 200,Charmaine Fong,921,6,16,130.327904,0,145,3303674,921,17
MGD,SPOTIFY,HK,2019,Top 200,Jason Chan,865,5,11,98.090173,0,186,3462493,865,18
MGD,SPOTIFY,HK,2019,Top 200,Leo Ku,862,3,39,102.596288,0,14,3139927,862,19
MGD,SPOTIFY,HK,2019,Top 200,Sam Smith,826,7,2,86.223971,142,321,4555446,826,20
MGD,SPOTIFY,HK,2019,Top 200,Charlie Puth,823,5,23,137.147023,0,29,2688122,823,21
MGD,SPOTIFY,HK,2019,Top 200,G.E.M.,821,13,15,102.380024,0,59,3154749,821,22
MGD,SPOTIFY,HK,2019,Top 200,BLACKPINK,801,17,1,95.400749,71,201,3926198,801,23
MGD,SPOTIFY,HK,2019,Top 200,Janice Vidal,767,7,29,127.43807,0,40,2609222,767,24
MGD,SPOTIFY,HK,2019,Top 200,Mayday,742,5,28,79.246631,0,42,3003058,742,25
MGD,SPOTIFY,HK,2020,Top 200,Dear Jane,2007,14,1,69.860987,335,860,13249456,2007,1
MGD,SPOTIFY,HK,2020,Top 200,Eason Chan,1899,27,1,93.723012,40,235,8964524,1899,2
MGD,SPOTIFY,HK,2020,Top 200,Ed Sheeran,1792,8,1,112.337612,7,204,7153835,1792,3
MGD,SPOTIFY,HK,2020,Top 200,BLACKPINK,1513,19,1,85.706543,331,595,11590755,1513,4
MGD,SPOTIFY,HK,2020,Top 200,Hins Cheung,1500,12,19,78.238667,0,422,7268391,1500,5
MGD,SPOTIFY,HK,2020,Top 200,Billie Eilish,1328,16,1,91.900602,148,423,7117163,1328,6
MGD,SPOTIFY,HK,2020,Top 200,Eric Chou,1312,6,28,96.025915,0,370,5788723,1312,7
MGD,SPOTIFY,HK,2020,Top 200,BTS,1223,47,1,82.07359,175,439,7935989,1223,8
MGD,SPOTIFY,HK,2020,Top 200,Taylor Swift,1127,45,1,104.156167,75,280,5464302,1127,9
MGD,SPOTIFY,HK,2020,Top 200,Ariana Grande,1093,23,1,95.980787,120,335,6468780,1093,10
MGD,SPOTIFY,HK,2020,Top 200,Jay Chou,1003,9,1,104.653041,17,242,4418559,1003,11
MGD,SPOTIFY,HK,2020,Top 200,Charmaine Fong,937,5,9,95.272145,3,345,4511611,937,12
MGD,SPOTIFY,HK,2020,Top 200,JC 陳詠桐,926,5,9,92.970842,8,225,4478798,926,13
MGD,SPOTIFY,HK,2020,Top 200,Joey Yung,897,6,11,86.297659,0,216,4226045,897,14
MGD,SPOTIFY,HK,2020,Top 200,Justin Bieber,825,23,1,55.276364,181,482,6338824,825,15
MGD,SPOTIFY,HK,2020,Top 200,Pakho Chau,818,6,5,119.217604,8,103,3302305,818,16
MGD,SPOTIFY,HK,2020,Top 200,Dua Lipa,817,19,2,52.929009,199,486,5752008,817,17
MGD,SPOTIFY,HK,2020,Top 200,Kay Tse,745,7,15,86.841611,0,344,3646941,745,18
MGD,SPOTIFY,HK,2020,Top 200,Terence Lam,742,7,2,65.91779,221,412,5673810,742,19
MGD,SPOTIFY,HK,2020,Top 200,JJ Lin,741,7,85,167.426451,0,0,2256695,741,20
MGD,SPOTIFY,HK,2020,Top 200,G.E.M.,736,8,33,137.987772,0,45,2534289,736,21
MGD,SPOTIFY,HK,2020,Top 200,Mayday,732,6,22,111.454918,0,30,2813450,732,22
MGD,SPOTIFY,HK,2020,Top 200,Lewis Capaldi,730,2,14,60.972603,0,414,4217993,730,23
MGD,SPOTIFY,HK,2020,Top 200,AGA,715,7,21,116.503497,0,84,2833626,715,24
MGD,SPOTIFY,HK,2020,Top 200,Janice Vidal,666,6,20,94.138138,0,62,2867270,666,25
MGD,SPOTIFY,HK,2021,Top 200,Dear Jane,2720,16,1,71.7625,193,1174,21502634,2720,1
MGD,SPOTIFY,HK,2021,Top 200,Terence Lam,2631,20,1,46.607754,704,1821,30831934,2631,2
MGD,SPOTIFY,HK,2021,Top 200,YOASOBI,2010,35,20,115.643781,0,134,9369334,2010,3
MGD,SPOTIFY,HK,2021,Top 200,Hins Cheung,1994,29,5,90.508526,111,405,12267320,1994,4
MGD,SPOTIFY,HK,2021,Top 200,陳卓賢 Ian,1699,8,2,57.911713,55,1037,15086976,1699,5
MGD,SPOTIFY,HK,2021,Top 200,Ed Sheeran,1477,23,2,108.188219,41,347,9218653,1477,6
MGD,SPOTIFY,HK,2021,Top 200,Jer 柳應廷,1458,6,1,63.364883,83,693,12827455,1458,7
MGD,SPOTIFY,HK,2021,Top 200,Justin Bieber,1355,28,1,88.926937,115,421,9464913,1355,8
MGD,SPOTIFY,HK,2021,Top 200,BTS,1298,22,1,91.782743,76,367,8961816,1298,9
MGD,SPOTIFY,HK,2021,Top 200,Keung To,1273,7,1,75.616654,146,525,11114353,1273,10
MGD,SPOTIFY,HK,2021,Top 200,C AllStar,1222,13,7,106.663666,9,281,7383084,1222,11
MGD,SPOTIFY,HK,2021,Top 200,Eason Chan,1200,11,5,120.220833,78,133,5973461,1200,12
MGD,SPOTIFY,HK,2021,Top 200,BLACKPINK,1179,11,18,112.491094,0,187,5633696,1179,13
MGD,SPOTIFY,HK,2021,Top 200,Olivia Rodrigo,1143,14,2,86.430446,95,380,8050788,1143,14
MGD,SPOTIFY,HK,2021,Top 200,Mirror,1129,12,4,100.248007,35,285,7310672,1129,15
MGD,SPOTIFY,HK,2021,Top 200,Ariana Grande,932,11,5,127.564378,2,164,4332312,932,16
MGD,SPOTIFY,HK,2021,Top 200,Joey Yung,910,10,11,114.807692,0,133,4531641,910,17
MGD,SPOTIFY,HK,2021,Top 200,Serrini,879,21,22,105.821388,0,150,4663004,879,18
MGD,SPOTIFY,HK,2021,Top 200,The Weeknd,860,7,9,93.353488,4,258,5299805,860,19
MGD,SPOTIFY,HK,2021,Top 200,RubberBand,790,13,11,93.281013,0,182,4645633,790,20
MGD,SPOTIFY,HK,2021,Top 200,Dua Lipa,761,4,15,89.760841,0,260,4505494,761,21
MGD,SPOTIFY,HK,2021,Top 200,Charmaine Fong,730,7,26,116.834247,0,125,3562437,730,22
MGD,SPOTIFY,HK,2021,Top 200,Ronald Cheng,729,11,25,122.196159,0,74,3286420,729,23
MGD,SPOTIFY,HK,2021,Top 200,Eric Chou,721,7,56,125.632455,0,0,3027159,721,24
MGD,SPOTIFY,HK,2021,Top 200,Jace Chan,700,6,13,70.125714,0,316,5029844,700,25
MGD,SPOTIFY,HK,2022,Top 200,Terence Lam,611,10,1,60.653028,88,348,6533026,611,1
MGD,SPOTIFY,HK,2022,Top 200,Dear Jane,523,9,21,103.640535,0,87,3100203,523,2
MGD,SPOTIFY,HK,2022,Top 200,Keung To,505,8,2,44.160396,157,352,7235295,505,3
MGD,SPOTIFY,HK,2022,Top 200,Hins Cheung,491,12,12,98.083503,0,114,3335239,491,4
MGD,SPOTIFY,HK,2022,Top 200,陳卓賢 Ian,474,9,1,81.447257,28,64,3837322,474,5
MGD,SPOTIFY,HK,2022,Top 200,Jer 柳應廷,387,6,4,76.739018,3,136,3028357,387,6
MGD,SPOTIFY,HK,2022,Top 200,MC 張天賦,356,6,1,32.106742,219,264,8325886,356,7
MGD,SPOTIFY,HK,2022,Top 200,C AllStar,308,6,11,125.25974,0,72,1969108,308,8
MGD,SPOTIFY,HK,2022,Top 200,Anson Lo 盧瀚霆,297,8,3,79.478114,21,165,2625896,297,9
MGD,SPOTIFY,HK,2022,Top 200,Gareth.T,278,6,5,73.690647,49,83,2514180,278,10
MGD,SPOTIFY,HK,2022,Top 200,The Weeknd,267,18,37,150.827715,0,6,1099071,267,11
MGD,SPOTIFY,HK,2022,Top 200,Mirror,262,5,9,111.09542,3,72,1653340,262,12
MGD,SPOTIFY,HK,2022,Top 200,Ed Sheeran,256,5,15,91.558594,0,84,1670513,256,13
MGD,SPOTIFY,HK,2022,Top 200,YOASOBI,248,6,54,127.887097,0,0,1017144,248,14
MGD,SPOTIFY,HK,2022,Top 200,Edan 呂爵安,216,3,8,20.092593,33,216,3187119,216,15
MGD,SPOTIFY,HK,2022,Top 200,Kaho Hung,198,4,24,62.818182,0,104,1591659,198,16
MGD,SPOTIFY,HK,2022,Top 200,MC $oho & KidNey,197,3,9,60.522843,1,112,1930937,197,17
MGD,SPOTIFY,HK,2022,Top 200,Joyce Cheng,178,7,10,58.792135,1,113,1772306,178,18
MGD,SPOTIFY,HK,2022,Top 200,AGA,175,3,25,78.468571,0,75,1204513,175,19
MGD,SPOTIFY,HK,2022,Top 200,RubberBand,173,4,28,112.156069,0,17,903172,173,20
MGD,SPOTIFY,HK,2022,Top 200,Jay Fung,170,4,13,112.558824,0,27,941342,170,21
MGD,SPOTIFY,HK,2022,Top 200,Mike 曾比特,169,3,24,79.153846,0,72,1303838,169,22
MGD,SPOTIFY,HK,2022,Top 200,Lil Nas X,167,3,58,115.946108,0,0,801463,167,23
